k;Detector;Keypoint1-GT;Keypoint2;Detect Time;1K Detect Time;Descriptor;Descriptor1-GT;Descriptor2;Descript Time;1K Descript Time;Norm.;Matcher;Inliers;All Matches;Match Time;Total Time;1K Match Tot. Time;1K Inliers Time;Recall;Precision;Repeatibility;F1-Score;Reprojection Error;3D Points
2;agast;nan;nan;nan;nan;akaze;nan;nan;nan;nan;HAM;Flann;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;
2;agast;9977.0;6578.0;0.01137125;0.001728678929765886;orb;9215.0;5893.0;0.011314063;0.001919915662650602;HAM;Flann;301.0;9215.0;0.107290989;0.129976302;0.0141048618556701;0.4318149568106312;0.030169389596070965;0.032664134563212155;0.045758589236850104;0.03136723634847854;nan;
2;agast;9977.0;6578.0;0.01137125;0.001728678929765886;brisk;9656.0;6314.0;0.060414688;0.009568369971491924;HAM;Flann;342.0;9656.0;0.1374375;0.20922343799999998;0.021667713131731565;0.6117644385964911;0.03427884133507066;0.035418392709196354;0.05199148677409547;0.03483930117659043;nan;
2;agast;nan;nan;nan;nan;kaze;nan;nan;nan;nan;HAM;Flann;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;
2;agast;nan;nan;nan;nan;daisy;nan;nan;nan;nan;HAM;Flann;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;
2;agast;9977.0;6578.0;0.01137125;0.001728678929765886;freak;9458.0;6123.0;0.053885209;0.008800458762044749;HAM;Flann;423.0;9458.0;0.165676615;0.23093307400000002;0.024416692112497355;0.545941073286052;0.04239751428285056;0.04472404313808416;0.06430525995743387;0.04352971443272447;nan;
2;agast;9977.0;6578.0;0.01137125;0.001728678929765886;brief;9290.0;5951.0;0.01132651;0.0019032952444967232;HAM;Flann;313.0;9290.0;0.102403594;0.125101354;0.013466238320775026;0.39968483706070285;0.031372155958705024;0.03369214208826695;0.047582851930678016;0.03249078735662013;nan;
2;agast;9977.0;6578.0;0.01137125;0.001728678929765886;lucid;9977.0;6578.0;0.01946901;0.002959715719063545;HAM;Flann;396.0;9977.0;0.328038542;0.358878802;0.0359706126090007;0.9062596010101011;0.03969128996692393;0.03969128996692393;0.06020066889632107;0.03969128996692393;nan;
2;agast;9977.0;6578.0;0.01137125;0.001728678929765886;latch;9377.0;6010.0;0.007974375;0.0013268510815307821;HAM;Flann;299.0;9377.0;0.083897344;0.10324296899999999;0.011010234509971205;0.3452942107023411;0.029968928535631954;0.03188653087341367;0.045454545454545456;0.030898005580241812;nan;
2;agast;nan;nan;nan;nan;vgg;nan;nan;nan;nan;HAM;Flann;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;
2;agast;9977.0;6578.0;0.01137125;0.001728678929765886;beblid;9977.0;6578.0;0.034894531;0.005304732593493463;HAM;Flann;458.0;9977.0;0.117765677;0.164031458;0.01644096000801844;0.35814728820960695;0.04590558284053323;0.04590558284053323;0.06962602614776528;0.04590558284053323;nan;
2;agast;9977.0;6578.0;0.01137125;0.001728678929765886;teblid;9977.0;6578.0;0.024705625;0.003755795834600182;HAM;Flann;357.0;9977.0;0.114618437;0.150695312;0.015104271023353714;0.42211571988795515;0.03578229928836323;0.03578229928836323;0.05427181514138036;0.03578229928836323;nan;
2;agast;9977.0;6578.0;0.01137125;0.001728678929765886;boost;9977.0;6578.0;1.234162135;0.1876196617512922;HAM;Flann;465.0;9977.0;0.148182187;1.393715572;0.1396928507567405;2.9972377892473117;0.04660719655206976;0.04660719655206976;0.07069017938583155;0.046607196552069755;nan;
2;gftt;nan;nan;nan;nan;sift;nan;nan;nan;nan;HAM;Flann;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;
2;gftt;nan;nan;nan;nan;akaze;nan;nan;nan;nan;HAM;Flann;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;
2;gftt;12769.0;8438.0;0.026922656;0.0031906442284901633;orb;11189.0;7139.0;0.0132725;0.0018591539431292896;HAM;Flann;333.0;11189.0;0.132751823;0.172946979;0.0154568754133524;0.5193602972972973;0.026078784556347403;0.02976137277683439;0.03946432803981986;0.027798647633358375;nan;
2;gftt;12769.0;8438.0;0.026922656;0.0031906442284901633;brisk;12144.0;7922.0;0.080871822;0.010208510729613733;HAM;Flann;330.0;12144.0;0.208768646;0.316563124;0.026067450922266137;0.9592821939393938;0.025843840551335266;0.02717391304347826;0.03910879355297464;0.02649219283105206;nan;
2;gftt;nan;nan;nan;nan;kaze;nan;nan;nan;nan;HAM;Flann;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;
2;gftt;nan;nan;nan;nan;daisy;nan;nan;nan;nan;HAM;Flann;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;
2;gftt;12769.0;8438.0;0.026922656;0.0031906442284901633;freak;11727.0;7554.0;0.07192302;0.00952118347895155;HAM;Flann;256.0;11727.0;0.244975729;0.343821405;0.02931878613456127;1.34305236328125;0.020048555094369175;0.021829965037946618;0.030338942877459113;0.020901371652514697;nan;
2;gftt;12769.0;8438.0;0.026922656;0.0031906442284901633;brief;11350.0;7264.0;0.014672605;0.0020199070759911895;HAM;Flann;297.0;11350.0;0.133912031;0.17550729199999998;0.015463197533039647;0.5909336430976431;0.023259456496201737;0.02616740088105727;0.03519791419767718;0.024627886728305484;nan;
2;gftt;12769.0;8438.0;0.026922656;0.0031906442284901633;lucid;12769.0;8438.0;0.02404599;0.002849726238445129;HAM;Flann;405.0;12769.0;0.399568073;0.45053671900000003;0.03528363372229619;1.1124363432098765;0.03171744067663874;0.03171744067663874;0.04799715572410524;0.03171744067663874;nan;
2;gftt;12769.0;8438.0;0.026922656;0.0031906442284901633;latch;11526.0;7382.0;0.008629635;0.001169010430777567;HAM;Flann;297.0;11526.0;0.10694875;0.142501041;0.01236344273815721;0.47980148484848484;0.023259456496201737;0.025767829255596043;0.03519791419767718;0.02444947520065857;nan;
2;gftt;nan;nan;nan;nan;vgg;nan;nan;nan;nan;HAM;Flann;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;
2;gftt;12769.0;8438.0;0.026922656;0.0031906442284901633;beblid;12769.0;8438.0;0.041706198;0.004942663901398435;HAM;Flann;390.0;12769.0;0.193353021;0.26198187500000003;0.02051702365102984;0.6717483974358975;0.03054272065157804;0.03054272065157804;0.04621948328987912;0.03054272065157804;nan;
2;gftt;12769.0;8438.0;0.026922656;0.0031906442284901633;teblid;12769.0;8438.0;0.022876198;0.0027110924389665797;HAM;Flann;419.0;12769.0;0.188947708;0.238746562;0.01869735781971963;0.5698008639618138;0.03281384603336205;0.03281384603336205;0.049656316662716284;0.03281384603336205;nan;
2;gftt;12769.0;8438.0;0.026922656;0.0031906442284901633;boost;12769.0;8438.0;1.511191093;0.1790935165916094;HAM;Flann;386.0;12769.0;0.211793125;1.7499068740000001;0.1370433764586107;4.533437497409327;0.03022946197822852;0.03022946197822852;0.04574543730741882;0.030229461978228525;nan;
2;gftt_har;nan;nan;nan;nan;sift;nan;nan;nan;nan;HAM;Flann;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;
2;gftt_har;nan;nan;nan;nan;akaze;nan;nan;nan;nan;HAM;Flann;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;
2;gftt_har;3576.0;1965.0;0.023365053;0.01189061221374046;orb;3366.0;1844.0;0.005627813;0.0030519593275488066;HAM;Flann;206.0;3366.0;0.036488177;0.06548104299999999;0.019453666963755195;0.317869140776699;0.05760626398210291;0.061200237670825906;0.10483460559796437;0.059348890809564965;nan;
2;gftt_har;3576.0;1965.0;0.023365053;0.01189061221374046;brisk;3495.0;1923.0;0.020592239;0.010708392615704629;HAM;Flann;186.0;3495.0;0.038847864;0.08280515599999999;0.023692462374821168;0.4451890107526881;0.05201342281879195;0.05321888412017167;0.09465648854961832;0.05260924904539668;nan;
2;gftt_har;nan;nan;nan;nan;kaze;nan;nan;nan;nan;HAM;Flann;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;
2;gftt_har;nan;nan;nan;nan;daisy;nan;nan;nan;nan;HAM;Flann;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;
2;gftt_har;3576.0;1965.0;0.023365053;0.01189061221374046;freak;3444.0;1893.0;0.018623229;0.009837944532488114;HAM;Flann;175.0;3444.0;0.041037709;0.083025991;0.024107430603948897;0.47443423428571424;0.04893736017897092;0.0508130081300813;0.089058524173028;0.04985754985754986;nan;
