Detector;Keypoint1;Keypoint2;1K Detect Time;Descriptor;Descriptor1;Descriptor2;1K Descript Time;Norm.;Matcher;Inliers;All Matches;Total Time;1K Match Tot. Time;1K Inliers Time;Recall;Precision;Repeatibility;F1-Score;Reprojection Error;3DPoints
mser;nan;nan;nan;kaze;nan;nan;nan;L2;BF;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;
mser;1285.2;1190.3;0.3397861672307507;daisy;1285.2;1190.3;0.09608865487813953;L2;BF;212.5;308.7;0.5089486131000001;1.7227342438448983;2.6395920508080564;0.17104937652751814;0.680175692260642;0.1854741504350085;0.2714367935448329;nan;
mser;1285.2;1190.3;0.3397861672307507;freak;966.5;890.3;0.006272119749376942;L2;BF;15.7;282.0;0.4045595289;1.4850191797199828;25.918852678806026;0.01267216175725679;0.05793029727617958;0.013861054403476996;0.020764278013775308;nan;
mser;1285.2;1190.3;0.3397861672307507;brief;1091.1;1002.8;0.002562519134796476;L2;BF;16.5;343.6;0.3969668161;1.2137037869062777;24.25263345939893;0.0133121881340272;0.05083600533901965;0.014583707604456217;0.02106247889863485;nan;
mser;1285.2;1190.3;0.3486570843273788;lucid;1285.2;1190.3;0.00508688591418274;L2;BF;39.2;396.3;0.4314415439;1.1222606930565937;15.87991403238201;0.033645983689945244;0.10355589832542636;0.036693674711392316;0.050660993138219826;nan;
mser;1285.2;1190.3;0.3397861672307507;latch;1106.9;1016.2;0.0015294300149724022;L2;BF;19.0;454.4;0.3950458642;0.9187996665172999;21.214494933466053;0.015143288306031325;0.043767630286865776;0.016500837393283504;0.02245709963472125;nan;
mser;1285.2;1190.3;0.3397861672307507;vgg;1285.2;1190.3;0.06141466752534454;L2;BF;188.3;325.1;0.46756860609999995;1.504017294861456;3.105939576808125;0.15644188682409577;0.5714979886581366;0.17018094274919973;0.24325212837630902;nan;
mser;1285.2;1190.3;0.3397861672307507;beblid;1285.2;1190.3;0.0021683821039120794;L2;BF;160.1;413.5;0.40652510830000005;1.0232385424318668;4.238146126375467;0.12858867246561584;0.3790887176269911;0.13940863421313227;0.1916626521330219;nan;
mser;1285.2;1190.3;0.3397861672307507;teblid;1285.2;1190.3;0.001178675651755398;L2;BF;114.9;444.8;0.3997541516;0.9376258640898261;7.16955106408667;0.09371344368283614;0.2576242729748125;0.10180193574465583;0.13727177044106437;nan;
mser;1285.2;1190.3;0.3397861672307507;boost;1285.2;1190.3;0.010837163812326541;L2;BF;91.3;379.0;0.40883117260000007;1.117292181136554;7.267040596137361;0.07553172574946611;0.24469480996317144;0.08209282275511058;0.1152159308421008;nan;
agast;21101.6;19893.7;0.0006144421280789133;sift;21101.6;19893.7;0.004194370471080625;L2;BF;6047.1;6680.2;1.3014344796;0.14094848645364644;0.16416996979066176;0.3030577825316571;0.8796680633224631;0.319304514265332;0.4432236165768694;nan;
agast;nan;nan;nan;akaze;nan;nan;nan;L2;BF;nan;nan;nan;nan;nan;nan;nan;nan;nan;nan;
agast;21101.6;19893.7;0.0006144421280789133;orb;18600.6;17723.6;0.0014083772821035956;L2;BF;480.7;5521.9;0.9540361405999999;0.12073510507656737;2.72491725231496;0.029567894882742984;0.10322498691640374;0.03108653302245788;0.045913752688760204;nan;
